,Age,Age_group,Education,Marital_Status,Income,Children,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,Total_Spending,NumDeals,NumWeb,NumCatalog,NumStore,NumWebVisits,Total_Purchases,Avg_spend,Cmp3,Cmp4,Cmp5,Cmp1,Cmp2,Complain,Response,Campaign_Accepted
1102,27,Middle Age,Graduate,Married,38508.0,1,2013-08-02,95,120,19,206,25,19,54,443,6,7,2,5,8,14,2.3333333333333335,0,0,0,0,0,0,0,0
1103,43,Middle Age,Graduate,Married,53187.0,1,2013-10-26,66,211,2,30,7,7,10,267,2,4,1,6,5,11,5.5,0,0,0,0,0,0,0,0
1104,42,Middle Age,Graduate,Married,30023.0,1,2014-03-24,28,11,0,16,7,6,21,61,1,2,0,3,8,5,5.0,0,0,0,0,0,0,0,0
1105,53,Adult,Postgraduate,Single,76045.0,0,2013-11-15,78,760,53,400,17,93,0,1323,1,4,5,11,2,20,20.0,0,0,0,1,0,0,0,1
1106,62,Adult,Postgraduate,Married,50870.0,1,2014-06-19,13,53,0,8,0,0,2,63,1,2,0,3,5,5,5.0,0,0,0,0,0,0,0,0
1108,40,Middle Age,Postgraduate,Married,65463.0,1,2014-01-30,17,391,32,70,21,32,16,562,2,6,2,9,5,17,8.5,0,1,0,0,0,0,0,1
1109,49,Adult,Graduate,Married,66480.0,2,2014-05-31,71,199,9,57,20,21,6,312,7,4,1,7,4,12,1.7142857142857142,0,0,0,0,0,0,0,0
1110,59,Adult,Graduate,Divorced,76773.0,0,2013-02-25,79,516,56,449,86,33,16,1156,1,2,2,11,1,15,15.0,0,0,0,0,0,0,0,0
1111,30,Middle Age,Postgraduate,Single,81698.0,0,2013-03-01,1,709,45,115,30,160,45,1104,1,8,2,5,5,15,15.0,0,0,0,1,0,0,1,2
1112,41,Middle Age,Postgraduate,Single,54466.0,2,2014-02-09,78,12,0,4,0,0,0,16,1,1,0,2,5,3,3.0,0,0,0,0,0,0,0,0
1114,29,Middle Age,Postgraduate,Single,16269.0,1,2013-08-30,75,19,3,18,3,1,0,44,3,3,0,3,8,6,2.0,0,0,0,0,0,0,0,0
1115,42,Middle Age,Graduate,Married,71819.0,1,2013-08-28,70,1224,28,140,0,14,168,1574,3,3,3,5,6,11,3.6666666666666665,0,1,1,0,0,0,0,2
1116,30,Middle Age,Postgraduate,Married,33569.0,1,2013-10-16,10,16,2,18,3,0,24,63,1,1,1,2,8,4,4.0,1,0,0,0,0,0,1,2
1117,30,Middle Age,Postgraduate,Married,36262.0,0,2013-09-20,24,88,39,54,64,28,153,426,1,3,5,3,6,11,11.0,1,0,0,0,0,0,1,2
1118,47,Adult,Basic,Married,22634.0,0,2013-01-16,47,2,23,11,8,6,46,96,1,2,1,2,8,5,5.0,0,0,0,0,0,0,0,0
1119,35,Middle Age,Postgraduate,Married,47025.0,1,2013-09-12,98,508,11,59,23,5,29,635,5,11,1,6,9,18,3.6,0,0,0,0,0,0,0,0
1120,45,Adult,Graduate,Single,70566.0,1,2013-10-06,4,381,28,215,84,28,21,757,2,6,5,9,3,20,10.0,0,0,0,0,0,0,0,0
1121,33,Middle Age,Postgraduate,Married,31605.0,1,2012-11-22,15,74,0,42,2,1,6,125,2,2,1,4,7,7,3.5,0,0,0,0,0,0,0,0
1122,40,Middle Age,Postgraduate,Divorced,52034.0,2,2013-05-17,67,146,0,93,7,13,73,332,5,4,2,5,7,11,2.2,0,0,0,0,0,0,0,0
1123,34,Middle Age,Graduate,Single,48526.0,1,2013-12-24,32,23,17,23,43,20,9,135,1,2,1,4,3,7,7.0,0,0,0,0,0,0,0,0
1124,58,Adult,Graduate,Married,46734.0,1,2012-11-18,40,110,5,137,26,23,29,330,2,6,1,5,7,12,6.0,0,0,0,0,0,0,0,0
1125,50,Adult,Graduate,Divorced,39552.0,2,2012-12-18,54,165,3,147,4,24,41,384,7,6,2,5,8,13,1.8571428571428572,0,0,0,0,0,0,1,1
1126,46,Adult,Graduate,Single,86358.0,2,2012-08-08,78,957,47,494,82,47,95,1722,4,5,3,6,8,14,3.5,0,0,0,0,0,0,0,0
1127,37,Middle Age,Graduate,Married,46931.0,3,2014-04-24,94,41,0,17,3,1,16,78,2,1,1,3,3,5,2.5,0,0,0,0,0,0,0,0
1128,28,Middle Age,Basic,Single,16581.0,0,2013-01-12,51,1,3,4,2,3,11,24,1,0,0,3,4,3,3.0,0,0,0,0,0,0,0,0
1129,61,Adult,Postgraduate,Divorced,63998.0,0,2013-12-20,42,176,29,818,0,33,112,1168,1,7,6,11,4,24,24.0,0,0,0,0,0,0,1,1
1130,62,Adult,Postgraduate,Married,67381.0,1,2013-01-15,67,815,8,53,11,0,70,957,4,2,2,9,7,13,3.25,0,1,0,0,0,0,0,1
1131,46,Adult,Graduate,Single,25930.0,2,2013-10-10,87,6,1,2,2,0,4,15,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
1132,36,Middle Age,Graduate,Married,42693.0,1,2014-06-07,29,8,4,20,6,3,16,57,1,1,0,3,5,4,4.0,0,0,0,0,0,0,0,0
1133,36,Middle Age,Graduate,Married,85606.0,1,2012-11-12,89,717,42,864,219,30,84,1956,2,6,7,9,3,22,11.0,0,0,0,1,0,0,0,1
1134,28,Middle Age,Graduate,Single,72903.0,0,2013-10-29,74,1067,138,750,0,19,39,2013,1,7,5,8,4,20,20.0,0,1,1,1,0,0,1,4
1135,40,Middle Age,Postgraduate,Married,49669.0,1,2014-05-24,97,166,5,107,11,8,29,326,2,5,1,6,6,12,6.0,0,0,0,0,0,0,0,0
1136,44,Middle Age,Postgraduate,Married,36778.0,2,2012-08-05,63,29,4,34,2,4,4,77,3,3,0,3,9,6,2.0,0,0,0,0,0,0,0,0
1137,51,Adult,Postgraduate,Divorced,85696.0,0,2013-05-03,88,714,76,395,116,0,12,1313,1,4,6,9,1,19,19.0,0,0,0,0,0,0,1,1
1139,52,Adult,Graduate,Married,49678.0,1,2013-02-02,81,229,5,56,3,2,20,315,2,6,2,4,7,12,6.0,0,0,0,0,0,0,0,0
1141,24,Young Adult,Graduate,Married,37155.0,1,2013-01-31,51,23,0,26,7,15,3,74,1,2,0,4,5,6,6.0,0,0,0,0,0,0,0,0
1142,36,Middle Age,Postgraduate,Divorced,21282.0,1,2014-05-11,76,1,5,8,4,8,20,46,2,2,1,2,6,5,2.5,0,0,0,0,0,0,0,0
1143,51,Adult,Postgraduate,Single,33419.0,1,2013-08-17,76,56,0,12,0,0,18,86,2,2,0,4,7,6,3.0,0,0,0,0,0,0,0,0
1144,68,Elderly,Graduate,Widow,63285.0,0,2013-11-05,84,508,124,249,50,38,134,1103,1,6,5,13,3,24,24.0,0,0,0,0,0,0,0,0
1145,40,Middle Age,Postgraduate,Married,21255.0,1,2014-01-21,56,29,0,25,2,2,3,61,4,2,1,4,4,7,1.75,0,0,0,0,0,0,0,0
1146,32,Middle Age,Graduate,Married,42162.0,1,2013-11-19,31,46,7,59,2,4,27,145,2,3,1,3,6,7,3.5,1,0,0,0,0,0,1,2
1147,56,Adult,Graduate,Married,54450.0,2,2012-09-14,0,454,0,171,8,19,32,684,12,9,2,8,8,19,1.5833333333333333,0,0,0,0,0,0,0,0
1148,59,Adult,Postgraduate,Married,57744.0,1,2013-11-12,91,350,3,39,0,0,19,411,2,9,1,4,8,14,7.0,0,0,0,0,0,0,0,0
1149,26,Middle Age,Graduate,Single,26576.0,1,2012-10-13,40,10,0,8,0,0,9,27,1,1,0,2,9,3,3.0,1,0,0,0,0,0,1,2
1150,70,Elderly,Postgraduate,Widow,57513.0,0,2013-07-06,59,735,40,183,52,20,30,1060,2,9,3,13,6,25,12.5,0,0,0,0,0,0,0,0
1151,48,Adult,Graduate,Married,68142.0,1,2012-08-29,96,897,126,196,91,112,37,1459,3,10,4,7,6,21,7.0,0,0,0,0,0,0,0,0
1152,33,Middle Age,Graduate,Married,7500.0,1,2012-08-29,61,5,2,3,3,0,5,18,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
1153,38,Middle Age,Graduate,Married,83145.0,0,2012-09-22,14,777,35,731,39,137,114,1833,1,5,9,11,2,25,25.0,0,0,1,0,0,0,1,2
1154,54,Adult,Postgraduate,Married,54197.0,1,2014-04-03,16,162,6,37,6,13,13,237,2,1,3,6,1,10,5.0,0,0,0,0,0,0,0,0
1155,51,Adult,Postgraduate,Single,23091.0,2,2014-05-28,98,35,0,11,0,0,2,48,4,2,1,3,7,6,1.5,0,0,0,0,0,0,0,0
1156,37,Middle Age,Graduate,Married,46049.0,2,2013-07-21,11,342,9,112,19,14,19,515,10,5,2,9,7,16,1.6,0,0,0,0,0,0,1,1
1157,38,Middle Age,Graduate,Married,56715.0,0,2012-12-05,52,258,105,239,237,172,9,1020,1,7,3,4,4,14,14.0,0,0,0,0,0,0,0,0
1158,53,Adult,Graduate,Married,79410.0,0,2014-05-29,19,658,80,483,123,13,13,1370,1,3,2,5,1,10,10.0,0,0,0,0,0,0,0,0
1159,62,Adult,Graduate,Married,57304.0,1,2013-03-11,61,356,80,329,138,17,106,1026,2,7,6,10,5,23,11.5,0,0,0,0,0,0,0,0
1160,49,Adult,Graduate,Married,44375.0,1,2014-03-23,73,213,5,28,7,7,41,301,1,4,1,6,5,11,11.0,0,0,0,0,0,0,0,0
1162,47,Adult,Graduate,Married,59594.0,1,2012-10-20,74,457,4,29,0,0,9,499,1,8,1,7,7,16,16.0,0,1,0,0,0,0,0,1
1163,18,Young Adult,Graduate,Married,80685.0,0,2012-08-22,55,241,45,604,34,26,54,1004,1,6,4,10,2,20,20.0,0,0,0,0,0,0,0,0
1164,39,Middle Age,Postgraduate,Married,40344.0,1,2013-10-13,48,210,0,6,0,0,2,218,2,4,1,5,7,10,5.0,0,0,0,0,0,0,0,0
1165,41,Middle Age,Graduate,Married,62710.0,1,2013-05-23,53,441,35,83,7,29,11,606,4,4,2,12,4,18,4.5,0,0,0,0,0,0,0,0
1166,45,Adult,Postgraduate,Married,48985.0,1,2013-07-05,13,19,13,18,10,7,8,75,1,1,1,3,3,5,5.0,0,0,0,0,0,0,0,0
1167,44,Middle Age,Graduate,Married,35322.0,3,2012-08-22,34,28,9,37,12,7,13,106,3,2,0,4,8,6,2.0,0,0,0,0,0,0,0,0
1168,65,Elderly,Graduate,Married,77142.0,0,2013-05-29,54,476,75,162,29,151,97,990,1,4,4,8,2,16,16.0,0,0,0,0,0,0,0,0
1169,45,Adult,Graduate,Single,81657.0,0,2014-01-22,69,364,40,425,158,60,50,1097,1,3,4,8,1,15,15.0,0,0,0,0,0,0,0,0
1170,18,Young Adult,Basic,Married,14421.0,0,2014-02-17,81,0,0,2,3,3,8,16,1,1,0,2,5,3,3.0,1,0,0,0,0,0,0,1
1172,22,Young Adult,Postgraduate,Married,74214.0,0,2012-08-26,3,863,83,547,86,99,33,1711,1,8,2,5,5,15,15.0,0,0,0,0,0,0,0,0
1173,57,Adult,Postgraduate,Married,66726.0,2,2014-01-12,61,349,7,35,0,0,47,438,3,8,2,4,7,14,4.666666666666667,0,1,0,0,0,0,0,1
1174,34,Middle Age,Basic,Married,23724.0,1,2013-01-08,65,5,23,15,0,18,14,75,2,2,0,3,8,5,2.5,0,0,0,0,0,0,0,0
1175,53,Adult,Postgraduate,Married,47353.0,1,2013-11-13,93,184,2,19,8,8,4,225,3,2,2,6,5,10,3.3333333333333335,0,0,0,0,0,0,0,0
1176,60,Adult,Postgraduate,Married,33444.0,2,2012-11-03,24,8,0,8,0,0,2,18,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
1177,32,Middle Age,Graduate,Married,54386.0,1,2013-05-17,8,277,21,64,62,21,25,470,2,3,2,10,3,15,7.5,0,0,0,0,0,0,0,0
1178,32,Middle Age,Graduate,Divorced,28510.0,2,2013-04-13,72,44,5,19,0,4,19,91,3,2,0,4,5,6,2.0,0,0,0,0,0,0,0,0
1179,23,Young Adult,Postgraduate,Single,90638.0,0,2014-02-13,29,1156,120,915,94,144,96,2525,1,3,4,10,1,17,17.0,0,0,1,0,0,0,0,1
1180,63,Adult,Graduate,Married,48070.0,1,2013-01-13,33,373,14,83,6,9,19,504,3,8,2,6,7,16,5.333333333333333,0,0,0,0,0,1,0,0
1181,56,Adult,Graduate,Married,43140.0,1,2013-01-05,68,134,8,76,6,0,11,235,1,4,1,5,6,10,10.0,0,0,0,0,0,0,0,0
1182,52,Adult,Postgraduate,Divorced,54959.0,1,2013-01-19,55,1148,0,60,0,0,24,1232,3,9,5,4,7,18,6.0,0,1,0,0,0,0,1,2
1183,55,Adult,Basic,Single,15056.0,2,2013-05-03,76,6,12,3,21,6,40,88,5,2,2,3,5,7,1.4,0,0,0,0,0,0,0,0
1184,43,Middle Age,Graduate,Single,26954.0,1,2014-05-08,17,4,1,11,0,0,1,17,1,1,0,2,7,3,3.0,0,0,0,0,0,0,0,0
1185,28,Middle Age,Graduate,Single,22327.0,1,2013-08-02,94,5,4,8,2,0,5,24,1,1,0,3,5,4,4.0,0,0,0,0,0,0,0,0
1186,48,Adult,Graduate,Married,44393.0,2,2013-08-22,86,24,2,20,2,2,10,60,2,1,0,4,4,5,2.5,0,0,0,0,0,0,0,0
1187,61,Adult,Postgraduate,Single,62000.0,1,2013-08-25,25,899,0,101,0,0,20,1020,1,6,6,13,4,25,25.0,0,0,0,1,0,0,0,1
1188,50,Adult,Postgraduate,Married,31497.0,1,2012-12-06,22,108,1,28,13,1,4,155,2,3,1,4,8,8,4.0,0,0,0,0,0,0,0,0
1189,40,Middle Age,Postgraduate,Married,45894.0,2,2014-02-27,15,27,2,7,0,2,13,51,1,1,0,3,5,4,4.0,0,0,0,0,0,0,0,0
1190,42,Middle Age,Postgraduate,Divorced,78579.0,0,2012-12-22,35,816,66,549,216,66,99,1812,1,5,6,4,3,15,15.0,0,0,0,0,0,0,1,1
1191,43,Middle Age,Postgraduate,Widow,67369.0,1,2012-11-17,81,1298,0,70,37,14,42,1461,4,7,4,10,4,21,5.25,0,1,1,0,0,0,1,3
1192,54,Adult,Graduate,Divorced,58401.0,1,2014-04-20,55,10,0,11,17,29,29,96,1,1,2,2,4,5,5.0,0,0,0,0,0,0,0,0
1193,62,Adult,Graduate,Single,62307.0,1,2014-02-17,94,87,13,34,10,6,10,160,1,4,0,4,5,8,8.0,0,0,0,0,0,0,0,0
1194,44,Middle Age,Postgraduate,Married,43641.0,2,2013-04-22,50,57,2,51,4,2,23,139,3,2,1,4,6,7,2.3333333333333335,0,0,0,0,0,0,0,0
1197,44,Middle Age,Postgraduate,Married,70091.0,1,2013-03-31,11,964,34,137,15,0,11,1161,2,5,2,10,8,17,8.5,0,1,0,0,0,0,0,1
1198,42,Middle Age,Postgraduate,Married,78075.0,0,2014-04-05,72,572,8,259,34,35,80,988,1,3,5,5,1,13,13.0,0,0,0,0,0,0,0,0
1199,51,Adult,Postgraduate,Widow,59184.0,1,2012-09-09,6,341,142,113,259,151,66,1072,3,6,6,12,5,24,8.0,0,0,0,0,0,0,0,0
1200,36,Middle Age,Graduate,Married,54809.0,2,2013-09-11,0,63,6,57,13,13,22,174,4,2,1,5,4,8,2.0,0,0,0,0,0,0,0,0
1201,54,Adult,Graduate,Married,58113.0,1,2013-01-25,66,221,104,169,102,78,84,758,3,9,2,8,7,19,6.333333333333333,0,0,0,0,0,1,0,0
1202,55,Adult,Postgraduate,Married,51412.0,1,2013-12-31,42,140,3,29,4,5,14,195,2,3,2,4,4,9,4.5,0,0,0,0,0,0,0,0
1204,56,Adult,Postgraduate,Married,66636.0,0,2013-08-17,64,291,10,689,84,10,0,1084,1,3,4,9,1,16,16.0,0,0,0,0,0,0,0,0
1205,57,Adult,Postgraduate,Married,50965.0,1,2013-02-20,87,544,13,85,8,6,29,685,3,10,4,5,8,19,6.333333333333333,1,0,0,0,0,0,0,1
1207,23,Young Adult,Graduate,Married,18351.0,0,2013-10-29,1,1,12,9,0,14,7,43,1,2,0,3,7,5,5.0,0,0,0,0,0,0,0,0
1208,57,Adult,Postgraduate,Married,40451.0,2,2014-02-16,54,35,0,4,0,0,10,49,1,1,1,2,5,4,4.0,1,0,0,0,0,0,0,1
1209,48,Adult,Graduate,Married,36317.0,1,2013-05-22,53,87,3,25,3,2,13,133,2,3,0,4,7,7,3.5,0,0,0,0,0,0,0,0
1210,56,Adult,Graduate,Married,42213.0,1,2013-10-12,96,309,3,24,4,3,20,363,2,5,1,7,7,13,6.5,0,1,0,0,0,0,0,1
1211,58,Adult,Graduate,Married,65748.0,1,2013-04-15,58,172,73,93,95,78,34,545,2,2,4,10,1,16,8.0,0,0,0,0,0,1,0,0
1212,41,Middle Age,Graduate,Married,77044.0,1,2013-10-27,12,625,38,242,50,34,76,1065,2,7,11,11,4,29,14.5,1,0,0,0,0,0,0,1
1213,44,Middle Age,Graduate,Married,74918.0,0,2013-03-12,78,972,59,913,25,19,59,2047,1,5,9,6,3,20,20.0,0,0,1,0,0,0,0,1
1214,40,Middle Age,Graduate,Married,56721.0,2,2012-10-31,64,157,6,39,6,13,75,296,5,4,1,5,6,10,2.0,0,0,0,0,0,0,0,0
1215,38,Middle Age,Graduate,Single,42160.0,2,2013-06-28,26,48,9,45,3,15,20,140,4,2,1,4,6,7,1.75,0,0,0,0,0,0,1,1
1216,48,Adult,Graduate,Single,61559.0,1,2013-07-17,8,279,83,88,32,14,34,530,1,4,2,10,3,16,16.0,0,0,0,0,0,0,0,0
1217,49,Adult,Postgraduate,Married,33629.0,2,2012-08-08,49,132,0,16,0,0,4,152,5,3,1,4,9,8,1.6,0,0,0,0,0,0,0,0
1219,50,Adult,Graduate,Single,34377.0,1,2013-01-19,55,62,0,22,3,1,26,114,2,2,2,2,7,6,3.0,0,0,0,0,0,0,0,0
1220,26,Middle Age,Basic,Single,8940.0,1,2012-08-22,25,1,45,3,4,6,42,101,3,3,1,3,8,7,2.3333333333333335,0,0,0,0,0,0,0,0
1221,40,Middle Age,Graduate,Married,26228.0,1,2013-09-22,50,2,6,4,3,1,9,25,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
1222,56,Adult,Postgraduate,Divorced,77297.0,0,2013-01-26,84,408,61,109,48,122,41,789,1,5,7,9,4,21,21.0,0,0,0,1,0,0,0,1
1223,32,Middle Age,Graduate,Married,40211.0,2,2013-07-30,30,51,1,7,2,1,25,87,2,2,1,2,8,5,2.5,1,0,0,0,0,0,0,1
1224,55,Adult,Postgraduate,Widow,33438.0,2,2013-09-22,81,62,1,16,3,2,6,90,4,2,1,4,5,7,1.75,0,0,0,0,0,0,0,0
1225,54,Adult,Postgraduate,Married,75032.0,1,2013-04-28,74,952,12,180,47,12,12,1215,2,5,4,9,3,18,9.0,0,0,0,0,0,0,0,0
1226,58,Adult,Postgraduate,Single,61284.0,0,2013-10-12,76,618,15,106,20,7,45,811,1,11,2,8,6,21,21.0,0,1,0,0,0,0,0,1
1227,26,Middle Age,Graduate,Married,22518.0,1,2012-10-22,36,11,7,12,2,2,27,61,2,2,1,2,5,5,2.5,1,0,0,0,0,0,1,2
1228,38,Middle Age,Postgraduate,Married,54730.0,1,2013-08-15,64,318,3,17,4,7,56,405,5,4,1,8,4,13,2.6,0,0,0,0,0,0,0,0
1229,59,Adult,Postgraduate,Married,38452.0,2,2014-03-30,62,56,0,14,0,0,2,72,3,3,0,3,7,6,2.0,0,0,0,0,0,0,0,0
1230,42,Middle Age,Graduate,Divorced,44421.0,2,2013-02-15,53,110,5,59,7,1,7,189,5,5,0,4,8,9,1.8,0,0,0,0,0,0,0,0
1231,27,Middle Age,Postgraduate,Married,38197.0,1,2013-06-29,86,23,0,11,2,1,3,40,1,1,0,3,5,4,4.0,0,0,0,0,0,0,0,0
1232,36,Middle Age,Graduate,Divorced,41986.0,1,2014-02-09,15,27,5,8,8,3,12,63,3,3,0,4,4,7,2.3333333333333335,0,0,0,0,0,0,0,0
1233,30,Middle Age,Graduate,Married,28427.0,1,2013-03-21,67,18,3,19,3,3,6,52,2,2,0,3,8,5,2.5,0,0,0,0,0,0,0,0
1234,38,Middle Age,Postgraduate,Married,37395.0,1,2014-05-02,47,18,0,9,0,1,11,39,1,1,0,3,6,4,4.0,0,0,0,0,0,0,0,0
1235,43,Middle Age,Graduate,Married,64722.0,1,2014-05-26,47,303,0,280,60,147,15,805,4,8,2,11,6,21,5.25,0,0,0,0,0,0,0,0
1236,58,Adult,Postgraduate,Married,55249.0,1,2014-04-17,81,97,1,19,2,0,11,130,1,2,1,4,3,7,7.0,0,0,0,0,0,0,0,0
1237,41,Middle Age,Graduate,Married,84906.0,0,2013-10-04,98,997,15,414,99,30,76,1631,1,5,6,12,2,23,23.0,0,1,1,0,1,0,0,3
1239,61,Adult,Graduate,Single,44213.0,2,2013-11-29,48,95,11,35,0,4,7,152,4,2,1,5,6,8,2.0,0,0,0,0,0,0,0,0
1240,30,Middle Age,Basic,Single,25707.0,1,2014-01-18,18,1,6,2,3,6,3,21,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
1241,46,Adult,Postgraduate,Married,59062.0,3,2013-10-03,74,46,1,12,3,0,9,71,2,2,0,3,4,5,2.5,0,0,0,0,0,0,0,0
1242,52,Adult,Graduate,Single,76624.0,1,2014-05-24,68,411,106,147,54,115,66,899,1,5,10,7,1,22,22.0,1,0,0,0,0,0,0,1
1243,67,Elderly,Postgraduate,Married,66000.0,0,2014-04-20,36,244,51,270,101,0,45,711,1,1,3,5,1,9,9.0,0,0,0,0,0,0,0,0
1244,34,Middle Age,Postgraduate,Married,27683.0,1,2012-08-04,90,152,9,121,12,12,45,351,4,6,2,4,8,12,3.0,0,0,0,0,0,0,0,0
1245,43,Middle Age,Graduate,Divorced,1730.0,0,2014-05-18,65,1,1,3,1,1,1,8,15,0,0,0,20,0,0.0,0,0,0,0,0,0,0,0
1246,20,Young Adult,Basic,Single,7500.0,1,2012-12-03,63,10,17,18,8,26,40,119,4,3,2,2,9,7,1.75,0,0,0,0,0,0,0,0
1247,45,Adult,Graduate,Married,40521.0,2,2013-04-05,82,12,0,5,0,0,4,21,1,0,1,2,5,3,3.0,0,0,0,0,0,0,0,0
1248,41,Middle Age,Postgraduate,Married,20427.0,1,2014-03-24,63,5,0,4,0,0,1,10,1,1,0,2,8,3,3.0,0,0,0,0,0,0,0,0
1249,39,Middle Age,Graduate,Married,65106.0,1,2014-05-24,55,790,19,133,12,0,19,973,3,8,3,13,6,24,8.0,0,1,0,0,0,0,0,1
1250,48,Adult,Postgraduate,Married,69969.0,0,2013-08-27,64,882,29,514,38,29,44,1536,1,4,2,6,3,12,12.0,0,0,1,1,0,0,1,3
1251,61,Adult,Graduate,Married,67433.0,2,2013-07-16,51,615,28,259,12,48,30,992,4,6,5,13,4,24,6.0,0,1,0,0,0,0,0,1
1252,46,Adult,Postgraduate,Married,77766.0,1,2013-02-22,97,1004,59,265,115,59,27,1529,2,11,10,11,6,32,16.0,1,0,0,0,0,0,1,2
1253,41,Middle Age,Graduate,Married,74716.0,1,2013-09-12,92,133,27,421,13,195,71,860,2,7,3,5,4,15,7.5,0,0,0,0,0,0,0,0
1255,42,Middle Age,Postgraduate,Married,55158.0,2,2012-07-30,72,293,0,87,4,11,23,418,4,7,2,5,7,14,3.5,0,0,0,0,0,0,1,1
1256,57,Adult,Postgraduate,Married,62972.0,1,2012-08-03,39,313,15,47,20,0,192,587,2,7,4,3,6,14,7.0,0,0,0,0,0,0,1,1
1257,39,Middle Age,Graduate,Married,74190.0,1,2014-05-12,49,151,81,86,168,91,64,641,2,4,2,11,2,17,8.5,0,0,0,0,0,0,0,0
1258,38,Middle Age,Graduate,Married,39356.0,2,2014-03-19,21,15,0,2,0,0,6,23,1,1,0,2,6,3,3.0,1,0,0,0,0,0,0,1
1259,44,Middle Age,Graduate,Married,76653.0,0,2013-08-16,91,736,63,946,219,189,126,2279,1,4,7,11,2,22,22.0,0,0,1,1,0,0,0,2
1261,30,Middle Age,Postgraduate,Divorced,90687.0,0,2013-05-22,98,982,17,672,23,34,51,1779,1,6,2,8,2,16,16.0,0,0,1,0,0,0,1,2
1262,31,Middle Age,Postgraduate,Married,73450.0,0,2013-12-05,85,1142,51,415,90,69,37,1804,1,7,8,11,3,26,26.0,1,0,0,1,0,0,0,2
1263,53,Adult,Graduate,Married,31454.0,2,2013-07-06,40,28,0,11,0,0,9,48,3,2,0,3,8,5,1.6666666666666667,0,0,0,0,0,0,0,0
1264,62,Adult,Graduate,Single,47139.0,2,2014-03-06,2,46,0,12,0,2,23,83,2,2,1,2,7,5,2.5,0,0,0,0,0,0,1,1
1266,49,Adult,Postgraduate,Married,53378.0,2,2012-09-24,41,489,6,152,8,6,132,793,10,9,4,6,8,19,1.9,0,0,0,0,0,0,1,1
1267,43,Middle Age,Graduate,Married,19656.0,1,2013-02-08,94,25,4,9,6,8,32,84,3,2,1,3,7,6,2.0,0,0,0,0,0,0,0,0
1268,65,Elderly,Postgraduate,Married,45579.0,1,2013-08-20,10,145,1,33,2,1,1,183,1,4,1,4,6,9,9.0,0,0,0,0,0,0,0,0
1269,56,Adult,Postgraduate,Single,85485.0,0,2014-06-21,73,630,26,611,44,18,54,1383,1,6,6,6,2,18,18.0,0,0,0,0,0,0,0,0
1270,70,Elderly,Graduate,Married,55956.0,0,2014-04-07,22,760,38,104,50,9,38,999,2,7,3,4,4,14,7.0,0,1,0,0,0,0,0,1
1271,50,Adult,Postgraduate,Single,64191.0,1,2013-01-22,30,420,15,186,151,38,15,825,3,5,3,13,3,21,7.0,0,0,0,0,0,0,0,0
1272,40,Middle Age,Graduate,Single,38808.0,1,2012-08-26,21,125,17,52,3,19,30,246,4,5,1,4,8,10,2.5,1,0,0,0,0,0,1,2
1273,47,Adult,Postgraduate,Married,57183.0,2,2013-03-19,51,464,5,64,7,0,70,610,8,9,1,7,8,17,2.125,0,0,0,0,0,0,0,0
1274,44,Middle Age,Postgraduate,Divorced,23748.0,1,2012-11-21,97,6,6,29,12,15,8,76,3,2,1,3,8,6,2.0,0,0,0,0,0,0,0,0
1275,42,Middle Age,Graduate,Married,66303.0,1,2013-02-26,56,1090,12,96,16,12,60,1286,4,3,4,11,8,18,4.5,0,1,0,0,0,0,0,1
1276,38,Middle Age,Postgraduate,Married,37368.0,1,2013-12-16,4,3,2,11,2,2,10,30,1,1,0,2,6,3,3.0,1,0,0,0,0,0,0,1
1277,49,Adult,Graduate,Married,40800.0,3,2013-01-01,77,24,0,27,8,30,10,99,2,3,0,3,7,6,3.0,0,0,0,0,0,1,0,0
1278,34,Middle Age,Graduate,Divorced,71847.0,0,2012-09-21,95,737,21,106,55,63,210,1192,0,6,7,9,3,22,inf,0,0,0,1,0,0,0,1
1279,38,Middle Age,Graduate,Married,46149.0,1,2013-11-29,36,254,6,71,4,0,27,362,5,5,1,7,5,13,2.6,0,0,0,0,0,0,0,0
1280,29,Middle Age,Graduate,Married,78687.0,0,2012-08-09,13,817,185,687,145,55,241,2130,1,4,6,8,2,18,18.0,0,0,1,0,0,0,1,2
1281,41,Middle Age,Postgraduate,Divorced,49118.0,0,2012-08-18,90,620,54,239,99,98,119,1229,2,9,7,10,7,26,13.0,0,1,0,0,1,0,1,3
1282,55,Adult,Postgraduate,Married,37633.0,2,2012-09-20,49,13,4,20,0,0,1,38,2,1,0,3,9,4,2.0,0,0,0,0,0,0,0,0
1283,62,Adult,Postgraduate,Married,39767.0,0,2013-07-21,18,113,61,204,34,26,47,485,2,7,1,7,8,15,7.5,0,0,0,0,0,0,0,0
1284,61,Adult,Basic,Married,26997.0,0,2012-11-05,89,7,23,78,133,49,144,434,2,4,2,5,7,11,5.5,0,0,0,0,0,0,0,0
1285,43,Middle Age,Graduate,Divorced,33986.0,1,2013-03-14,43,16,2,18,2,1,5,44,1,1,0,3,7,4,4.0,0,0,0,0,0,0,0,0
